CCLF File,CCLF Claim Field Label,Claim Field Name,Claim Field Description,FHIR R3 - Mapping,FHIR R3 Additional Info,FHIR R3 - See Also,Data Type,CCW SHORT SAS NAME,CCW LONG SAS NAME
CCLF8,BENE_ENTLMT_BUYIN_IND,Beneficiary Entitlement Buy-in Indicator,"Indicates for each month of the denominator reference year, the entitlement of the beneficiary to Medicare Part A, Medicare Part B, or Medicare Parts A and B both, as well as whether or not the beneficiary's state of residence was liable and paid for the beneficiary's Medicare Part B monthly premiums. "," Coverage.extension[N].valueCoding.code

","Discriminator =  Coverage.extension.url = ""https://bluebutton.cms.gov/resources/variables/buyin01""
 Coverage.extension.valueCoding.system = ""https://bluebutton.cms.gov/resources/variables/buyin01""

Coverage.extension.valueCoding.display = {corresponding description from valueset specified in .system}","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,BUYIN01,MDCR_ENTLMT_BUYIN_IND_01
CCLF8,BENE_PART_A_ENRLMT_BGN_DT,Bene Entitlement Part A Begin Date,The date that a beneficiary is entitled for Medicare Part A benefits.,Coverage[N].period.start,,,DATE,N/A,N/A
CCLF8,BENE_PART_B_ENRLMT_BGN_DT,Bene Entitlement Part B Begin Date,The date that a beneficiary is entitled for Medicare Part B benefits.,Coverage[N].period.start,,,DATE,N/A,N/A
CCLF8,BENE_LINE_1_ADR,Beneficiary Derived Mailing Line One Address,The first line of the street address. ,Patient.address.line[N],,,CHAR,N/A,N/A
CCLF8,BENE_LINE_2_ADR,Beneficiary Derived Mailing Line Two Address,The second line of the street address. ,Patient.address.line[N],,,CHAR,N/A,N/A
CCLF8,BENE_LINE_3_ADR,Beneficiary Derived Mailing Line Three Address,The third line of the street address. ,Patient.address.line[N],,,CHAR,N/A,N/A
CCLF8,BENE_LINE_4_ADR,Beneficiary Derived Mailing Line Four Address,The fourth line of the street address. ,Patient.address.line[N],,,CHAR,N/A,N/A
CCLF8,BENE_LINE_5_ADR,Beneficiary Derived Mailing Line Five Address,The fifth line of the street address. ,Patient.address.line[N],,,CHAR,N/A,N/A
CCLF8,BENE_LINE_6_ADR,Beneficiary Derived Mailing Line Six Address,The sixth line of the street address. ,Patient.address.line[N],,,CHAR,N/A,N/A
CCLF8,GEO_ZIP_PLC_NAME,Beneficiary City,The name of the city. ,Patient.address.city,,,CHAR,N/A,N/A
CCLF8,GEO_USPS_STATE_CD,Beneficiary State,State code used by the United States Postal Service to identify a state. I,Patient.address.state,,,CHAR,STATE_CD,BENE_STATE_CD
CCLF8,GEO_ZIP5_CD,Beneficiary Zip Code,The US Postal Service code that is associated with a geographical area. I,Patient.address.postalCode,,https://bluebutton.cms.gov/assets/ig/ValueSet-prvdr-state-cd.html,CHAR,BENE_ZIP,BENE_ZIP
CCLF8,GEO_ZIP4_CD,Beneficiary Zip Code Ext.,A four digit extension to a ZIP Code that represents a subdivision for mailing purposes of the ZIP Code. I,"Patient.address.postalCode[N]=Patient.address.postalCode[1] ""-"" GEO_ZIP4_CD",,,CHAR,BENE_ZIP,BENE_ZIP
,,,,,,,,,
CCLF9,HICN_MBI_XREF_IND,HICN/MBI XREF Indicator,An indicator that denotes whether the values in the corresponding CRNT_NUM and PRVS_NUM fields represent the beneficiary's Medicare HICN or the MBI. (H/M),Eob.patient.identifier.type,,,CHAR,N/A,N/A
CCLF9,CRNT_NUM,Current Beneficiary Identifier,Current Beneficiary Number.,"Patient.identifier[N].value
","Discriminator =  Patient.identifier.system = ""http://hl7.org/fhir/sid/us-mbi"" and Patient.extension[N].valueCoding.code = ""current""
",,NUM,Bene_ID1,Bene_ID
CCLF9,PRVS_NUM,Previous Beneficiary Identifier,Previous Beneficiary Number,"Patient.identifier[N].value
","Discriminator =  Patient.identifier.system = ""http://hl7.org/fhir/sid/us-mbi"" and Patient.extension[N].valueCoding.code = ""historic""
",,NUM,Bene_ID1,Bene_ID
CCLF9,PRVS_ID_EFCTV_DT,Previous Identifier Effective Date,The date the previous identifier became active.,Not mapped,,,DATE,,EFFCTV_BGN_DT
CCLF9,PRVS_ID_OBSLT_DT,Previous Identifier Obsolete Date,The date the previous identifier ceased to be active.,Not mapped,,,DATE,,EFFCTV_END_DT
CCLF9,BENE_RRB_NUM,Beneficiary Railroad Board Number,The external (to Medicare) MBI for beneficiaries that are RRB members.,Not mapped,,,NUM,N/A,N/A
,,,,,,,,,
CCLFA,CUR_CLM_UNIQ_ID,Current Claim Unique Identifier,A unique identification number assigned to the claim.,"Not mapped
",The values displayed for Current Claim Unique Identifier in CCLF files are unique to CCLF. There is no direct mapping of CUR_CLM_UNIQ_ID (CCLF) to FHIR ,,CHAR,CLM_ID,CLM_ID
CCLFA,BENE_MBI_ID,Medicare Beneficiary Identifier,A Medicare Beneficiary Identifier assigned to a beneficiary.,Patient.identifier[N].value,"Discriminator =  Patient.identifier[N].system = ""http://hl7.org/fhir/sid/us-mbi"" and Patient.extension[N].valueCoding.code = ""current""

Eob.patient.reference provides logical reference to corresponding Patient resource e.g. /Patient/123.  

",,CHAR,BENE_ID,BENE_ID
CCLFA,BENE_HIC_NUM,Beneficiary HIC Number,"A beneficiary identifier. This HICN is the beneficiary's current HICN, not necessarily the HICN used to process the claim.",Not mapped,HICN is not provided,,NUM,N/A,N/A
CCLFA,CLM_TYPE_CD,Claim type code,Signifies the type of claim being submitted through the Medicare or Medicaid programs.,"Eob.type.coding[N].code
","Discriminator =  type.coding.system = ""https://bluebutton.cms.gov/resources/variables/nch_clm_type_cd""
OR
""https://bluebutton.cms.gov/resources/codesystem/eob-type""
OR
http://hl7.org/fhir/ex-claimtype



type.coding.display = {corresponding description from valueset specified in .system}","See https://bluebutton.cms.gov/resources/codesystem/eob-type/

For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,CLM_TYPE,NCH_CLM_TYPE_CD
CCLFA,CLM_ACTV_CARE_FROM_DT,Claim Admission Date,"On an institutional claim, the date the beneficiary was admitted to the hospital, skilled nursing facility, or Christian science sanatorium.",Eob.hospitalization.start,,,DATE,ADMSN_DT,CLM_ADMSN_DT
,,,,,,,,,
CCLFB,CUR_CLM_UNIQ_ID,Current Claim Unique Identifier,A unique identification number assigned to the claim.,"Not mapped
",The values displayed for Current Claim Unique Identifier in CCLF files are unique to CCLF. There is no direct mapping of CUR_CLM_UNIQ_ID (CCLF) to FHIR ,,CHAR,CLM_ID,CLM_ID
CCLFB,CLM_LINE_NUM,Claim Line Number,A sequential number that identifies a specific claim line within a given claim.,Eob.item.sequence,,,NUM,CLM_LN,CLM_LINE_NUM
CCLFB,BENE_MBI_ID,Medicare Beneficiary Identifier,A Medicare Beneficiary Identifier assigned to a beneficiary.,Patient.identifier[N].value,"Discriminator =  Patient.identifier[N].system = ""http://hl7.org/fhir/sid/us-mbi"" and Patient.extension[N].valueCoding.code = ""current""

Eob.patient.reference provides logical reference to corresponding Patient resource e.g. /Patient/123.  

",,CHAR,BENE_ID,BENE_ID
CCLFB,BENE_HIC_NUM,Beneficiary HIC Number,"A beneficiary identifier. The HICN that appears in this field is the beneficiary’s current HICN, not necessarily the HICN that was used to process the claim.",Not mapped,HICN is not provided,,NUM,N/A,N/A
CCLFB,CLM_TYPE_CD,Claim Type Code,Signifies the type of claim being submitted through the Medicare or Medicaid programs,"Eob.type.coding[N].code
","Discriminator =  type.coding.system = ""https://bluebutton.cms.gov/resources/variables/nch_clm_type_cd""
OR
""https://bluebutton.cms.gov/resources/codesystem/eob-type""
OR
http://hl7.org/fhir/ex-claimtype



type.coding.display = {corresponding description from valueset specified in .system}","See https://bluebutton.cms.gov/resources/codesystem/eob-type/

For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,CLM_TYPE,NCH_CLM_TYPE_CD
